Accession,Release_Date,Species,Genus,Family,Length,Genotype,Genome_Region,Segment,Authors,Publications,Protein,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
QIK50443,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Cao,T.M., Nguyen,H.T., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,ORF7a protein,Viet Nam,Homo sapiens,,2020-01-22,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIK50444,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Cao,T.M., Nguyen,H.T., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,ORF8 protein,Viet Nam,Homo sapiens,,2020-01-22,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIK50445,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,"Cao,T.M., Nguyen,H.T., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,nucleocapsid phosphoprotein,Viet Nam,Homo sapiens,,2020-01-22,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50446,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,"Cao,T.M., Nguyen,H.T., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,ORF10 protein,Viet Nam,Homo sapiens,,2020-01-22,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIK50416,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,"Tsao,K.-C., Gong,Y.-N., Yang,S.-L., Liu,Y.-C., Huang,C.-G., Huang,Y.-C., Chen,G.-W., Shih,S.-R.",,orf1ab polyprotein,Taiwan,Homo sapiens,"lung, oronasopharynx",2020-01-25,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50417,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,"Tsao,K.-C., Gong,Y.-N., Yang,S.-L., Liu,Y.-C., Huang,C.-G., Huang,Y.-C., Chen,G.-W., Shih,S.-R.",,surface glycoprotein,Taiwan,Homo sapiens,"lung, oronasopharynx",2020-01-25,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50418,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,"Tsao,K.-C., Gong,Y.-N., Yang,S.-L., Liu,Y.-C., Huang,C.-G., Huang,Y.-C., Chen,G.-W., Shih,S.-R.",,ORF3a protein,Taiwan,Homo sapiens,"lung, oronasopharynx",2020-01-25,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIK50419,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,"Tsao,K.-C., Gong,Y.-N., Yang,S.-L., Liu,Y.-C., Huang,C.-G., Huang,Y.-C., Chen,G.-W., Shih,S.-R.",,envelope protein,Taiwan,Homo sapiens,"lung, oronasopharynx",2020-01-25,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIK50420,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,"Tsao,K.-C., Gong,Y.-N., Yang,S.-L., Liu,Y.-C., Huang,C.-G., Huang,Y.-C., Chen,G.-W., Shih,S.-R.",,membrane glycoprotein,Taiwan,Homo sapiens,"lung, oronasopharynx",2020-01-25,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50421,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,"Tsao,K.-C., Gong,Y.-N., Yang,S.-L., Liu,Y.-C., Huang,C.-G., Huang,Y.-C., Chen,G.-W., Shih,S.-R.",,ORF6 protein,Taiwan,Homo sapiens,"lung, oronasopharynx",2020-01-25,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIK50422,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Tsao,K.-C., Gong,Y.-N., Yang,S.-L., Liu,Y.-C., Huang,C.-G., Huang,Y.-C., Chen,G.-W., Shih,S.-R.",,ORF7a protein,Taiwan,Homo sapiens,"lung, oronasopharynx",2020-01-25,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIK50423,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Tsao,K.-C., Gong,Y.-N., Yang,S.-L., Liu,Y.-C., Huang,C.-G., Huang,Y.-C., Chen,G.-W., Shih,S.-R.",,ORF8 protein,Taiwan,Homo sapiens,"lung, oronasopharynx",2020-01-25,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIK50424,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,"Tsao,K.-C., Gong,Y.-N., Yang,S.-L., Liu,Y.-C., Huang,C.-G., Huang,Y.-C., Chen,G.-W., Shih,S.-R.",,nucleocapsid phosphoprotein,Taiwan,Homo sapiens,"lung, oronasopharynx",2020-01-25,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50425,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,"Tsao,K.-C., Gong,Y.-N., Yang,S.-L., Liu,Y.-C., Huang,C.-G., Huang,Y.-C., Chen,G.-W., Shih,S.-R.",,ORF10 protein,Taiwan,Homo sapiens,"lung, oronasopharynx",2020-01-25,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIK50432,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Zeller,M., Anderson,C., Spencer,E., Klitting,R., Robles-Sikisaka,R., Gangavarapu,K., Nicholson,L., Andersen,K.",,ORF7a protein,USA,Homo sapiens,,2020-03-11,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIK50433,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,43,,,,"Zeller,M., Anderson,C., Spencer,E., Klitting,R., Robles-Sikisaka,R., Gangavarapu,K., Nicholson,L., Andersen,K.",,ORF7b protein,USA,Homo sapiens,,2020-03-11,,ORF7b protein [Severe acute respiratory syndrome coronavirus 2]
QIK50434,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Zeller,M., Anderson,C., Spencer,E., Klitting,R., Robles-Sikisaka,R., Gangavarapu,K., Nicholson,L., Andersen,K.",,ORF8 protein,USA,Homo sapiens,,2020-03-11,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIK50435,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,"Zeller,M., Anderson,C., Spencer,E., Klitting,R., Robles-Sikisaka,R., Gangavarapu,K., Nicholson,L., Andersen,K.",,nucleocapsid phosphoprotein,USA,Homo sapiens,,2020-03-11,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50436,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,"Zeller,M., Anderson,C., Spencer,E., Klitting,R., Robles-Sikisaka,R., Gangavarapu,K., Nicholson,L., Andersen,K.",,ORF10 protein,USA,Homo sapiens,,2020-03-11,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIK50426,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,"Zeller,M., Anderson,C., Spencer,E., Klitting,R., Robles-Sikisaka,R., Gangavarapu,K., Nicholson,L., Andersen,K.",,orf1ab polyprotein,USA,Homo sapiens,,2020-03-11,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50427,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,"Zeller,M., Anderson,C., Spencer,E., Klitting,R., Robles-Sikisaka,R., Gangavarapu,K., Nicholson,L., Andersen,K.",,surface glycoprotein,USA,Homo sapiens,,2020-03-11,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50428,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,"Zeller,M., Anderson,C., Spencer,E., Klitting,R., Robles-Sikisaka,R., Gangavarapu,K., Nicholson,L., Andersen,K.",,ORF3a protein,USA,Homo sapiens,,2020-03-11,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIK50429,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,"Zeller,M., Anderson,C., Spencer,E., Klitting,R., Robles-Sikisaka,R., Gangavarapu,K., Nicholson,L., Andersen,K.",,envelope protein,USA,Homo sapiens,,2020-03-11,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIK50430,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,"Zeller,M., Anderson,C., Spencer,E., Klitting,R., Robles-Sikisaka,R., Gangavarapu,K., Nicholson,L., Andersen,K.",,membrance glycoprotein,USA,Homo sapiens,,2020-03-11,,membrance glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50431,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,"Zeller,M., Anderson,C., Spencer,E., Klitting,R., Robles-Sikisaka,R., Gangavarapu,K., Nicholson,L., Andersen,K.",,ORF6 protein,USA,Homo sapiens,,2020-03-11,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIK50447,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,"Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,orf1ab polyprotein,Viet Nam,Homo sapiens,,2020-01-22,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50448,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,"Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,surface glycoprotein,Viet Nam,Homo sapiens,,2020-01-22,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50449,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,"Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,ORF3a protein,Viet Nam,Homo sapiens,,2020-01-22,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QIK50450,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,"Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,envelope protein,Viet Nam,Homo sapiens,,2020-01-22,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIK50451,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,"Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,membrane glycoprotein,Viet Nam,Homo sapiens,,2020-01-22,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50452,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,"Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,ORF6 protein,Viet Nam,Homo sapiens,,2020-01-22,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QIK50453,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,ORF7a protein,Viet Nam,Homo sapiens,,2020-01-22,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QIK50454,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,ORF8 protein,Viet Nam,Homo sapiens,,2020-01-22,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QIK50455,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,"Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,nucleocapsid phosphoprotein,Viet Nam,Homo sapiens,,2020-01-22,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK50456,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,"Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T.",,ORF10 protein,Viet Nam,Homo sapiens,,2020-01-22,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QIK50415,2020-03-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,146,,,,"Scano,A., Fais,S., Loddo,M., Palmieri,G., Scioscia,R., Delrio,C.M.C., Coghe,F., Orru,G.",,nucleocapsid phosphoprotein,Italy,Homo sapiens,oronasopharynx,2020-03-06,,"nucleocapsid phosphoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIK02783,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,134,,,,"Scano,A., Fais,S., Loddo,M., Palmieri,G., Scioscia,R., Del Rio,N.M.C., Coghe,F., Orru,G.",,nucleocapsid phosphoprotein,Italy,Homo sapiens,oronasopharynx,2020-03,,"nucleocapsid phosphoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIK02787,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,120,,,,"Mokhtari Azad,T., Shafiei Jandaghi,N.Z., Sadeghi,K.",,nucleocapsid phosphoprotein,Iran,Homo sapiens,,2020-03-05,,"nucleocapsid phosphoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIK02788,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,120,,,,"Mokhtari Azad,T., Shafiei Jandaghi,N.Z., Sadeghi,K.",,nucleocapsid phosphoprotein,Iran,Homo sapiens,,2020-02-17,,"nucleocapsid phosphoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIK02789,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,120,,,,"Mokhtari Azad,T., Shafiei Jandaghi,N.Z., Sadeghi,K.",,nucleocapsid phosphoprotein,Iran,Homo sapiens,,2020-02-28,,"nucleocapsid phosphoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIK02790,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,120,,,,"Mokhtari Azad,T., Shafiei Jandaghi,N.Z., Sadeghi,K.",,nucleocapsid phosphoprotein,Iran,Homo sapiens,,2020-02-28,,"nucleocapsid phosphoprotein, partial [Severe acute respiratory syndrome coronavirus 2]"
QIK02943,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,"Plumb,M., Garfin,J., Wang,X.",,orf1ab polyprotein,USA,Homo sapiens,,2020-03-09,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIK02944,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,"Plumb,M., Garfin,J., Wang,X.",,surface glycoprotein,USA,Homo sapiens,,2020-03-09,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK02945,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,"Plumb,M., Garfin,J., Wang,X.",,orf3a protein,USA,Homo sapiens,,2020-03-09,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
QIK02946,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,"Plumb,M., Garfin,J., Wang,X.",,envelope protein,USA,Homo sapiens,,2020-03-09,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIK02947,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,"Plumb,M., Garfin,J., Wang,X.",,membrane glycoprotein,USA,Homo sapiens,,2020-03-09,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK02948,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,"Plumb,M., Garfin,J., Wang,X.",,orf6 protein,USA,Homo sapiens,,2020-03-09,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
QIK02949,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Plumb,M., Garfin,J., Wang,X.",,orf7a protein,USA,Homo sapiens,,2020-03-09,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
QIK02950,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Plumb,M., Garfin,J., Wang,X.",,orf8 protein,USA,Homo sapiens,,2020-03-09,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
QIK02951,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,"Plumb,M., Garfin,J., Wang,X.",,nucleocapsid phosphoprotein,USA,Homo sapiens,,2020-03-09,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK02952,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,"Plumb,M., Garfin,J., Wang,X.",,orf10 protein,USA,Homo sapiens,,2020-03-09,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
QIK02953,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,"Plumb,M., Garfin,J., Wang,X.",,orf1ab polyprotein,USA,Homo sapiens,,2020-03-07,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QIK02954,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,"Plumb,M., Garfin,J., Wang,X.",,surface glycoprotein,USA,Homo sapiens,,2020-03-07,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK02955,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,"Plumb,M., Garfin,J., Wang,X.",,orf3a protein,USA,Homo sapiens,,2020-03-07,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
QIK02956,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,"Plumb,M., Garfin,J., Wang,X.",,envelope protein,USA,Homo sapiens,,2020-03-07,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIK02957,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,"Plumb,M., Garfin,J., Wang,X.",,membrane glycoprotein,USA,Homo sapiens,,2020-03-07,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK02958,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,"Plumb,M., Garfin,J., Wang,X.",,orf6 protein,USA,Homo sapiens,,2020-03-07,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
QIK02959,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Plumb,M., Garfin,J., Wang,X.",,orf7a protein,USA,Homo sapiens,,2020-03-07,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
QIK02960,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Plumb,M., Garfin,J., Wang,X.",,orf8 protein,USA,Homo sapiens,,2020-03-07,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
QIK02961,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,"Plumb,M., Garfin,J., Wang,X.",,nucleocapsid phosphoprotein,USA,Homo sapiens,,2020-03-07,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QIK02962,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,"Plumb,M., Garfin,J., Wang,X.",,orf10 protein,USA,Homo sapiens,,2020-03-07,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
QIK02963,2020-03-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7097,,,,"Plumb,M., Garfin,J., Wang,X.",,orf1ab polyprotein,USA,Homo sapiens,,2020-03-05,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
